Electricity_Usage_kWh,Gas_Usage_kWh,Car_Usage_km,Flight_Trips_per_year,Diet_Type,Waste_Produced_kg,Recycling_Rate,Cycling_Habit,Public_Transport_Habit,Carbon_Footprint_kgCO2
1107,238,396,6,vegetarian,4.0,0,0,0,2614.9
1449,304,431,6,vegetarian,3.95,0,0,1,2790.7
566,117,2,8,vegetarian,4.61,1,1,0,1453.6
513,385,192,1,vegan,7.35,1,1,1,1219.5
685,458,72,2,meat,6.09,1,0,1,1514.4
1356,349,414,3,vegan,9.33,1,1,1,2484.2
1347,406,360,0,meat,1.23,0,1,0,2206.8
1093,305,117,6,vegetarian,7.37,0,0,0,2099.0
671,402,153,9,vegan,3.97,0,0,0,2037.1
434,570,208,2,vegan,2.62,1,1,0,1239.0
1345,573,439,2,meat,5.59,0,0,1,2821.4
136,333,33,2,vegan,5.55,0,0,0,827.9
1088,361,136,7,vegan,2.23,1,0,1,1753.8
377,148,317,8,pescatarian,2.82,0,0,1,2166.4
1319,246,119,9,meat,4.67,0,0,1,2564.3
1015,531,114,1,vegan,4.68,1,0,1,1235.8
583,275,12,9,vegan,3.86,1,0,1,1447.0
1365,414,68,9,vegetarian,2.34,0,0,1,2093.7
1447,417,424,0,pescatarian,1.04,1,0,1,2110.6
830,124,332,8,pescatarian,9.73,0,0,1,2768.7
291,91,256,5,vegetarian,9.49,1,1,1,1787.3
1140,471,88,8,vegetarian,5.35,1,1,1,1998.8
623,230,46,5,vegetarian,9.96,1,1,1,1493.5
1017,594,259,1,vegetarian,7.06,1,0,0,1937.2
500,120,227,0,pescatarian,1.62,0,0,1,1134.5
985,154,446,7,vegan,2.06,0,0,0,2556.7
804,249,179,2,vegan,9.24,0,0,0,1686.2
121,150,9,0,vegetarian,6.67,1,0,1,511.5
573,356,283,7,meat,8.59,0,1,1,2580.3
1243,426,376,0,vegetarian,9.08,1,0,1,2193.3
309,448,125,7,vegan,5.03,0,1,1,1502.9
405,270,133,0,meat,1.44,1,1,0,1088.0
1393,231,154,8,vegetarian,2.69,1,1,0,2185.3
803,356,247,8,meat,1.6,1,0,1,2355.8
786,571,139,8,vegetarian,2.7,0,1,0,1996.8
384,445,317,2,pescatarian,4.69,0,0,1,1752.5
815,53,435,3,vegan,2.06,0,0,1,1913.9
862,330,175,4,vegetarian,2.5,0,1,1,1542.5
1350,264,322,5,meat,5.01,1,1,0,2709.7
1047,469,173,8,vegan,4.06,1,1,0,2099.7
480,150,480,3,vegetarian,5.21,1,0,0,2195.5
559,570,73,5,vegetarian,4.86,1,0,1,1426.0
1130,358,350,0,vegetarian,6.8,0,1,0,2037.4
128,559,142,1,vegetarian,9.43,0,0,1,1258.2
1006,112,454,7,pescatarian,1.97,1,0,1,2620.1
1156,275,291,3,vegan,1.89,0,0,0,1882.5
978,154,397,9,pescatarian,8.68,1,1,1,2961.7
178,474,111,6,vegan,5.56,1,1,1,1286.7
1046,304,205,3,vegetarian,7.9,1,1,1,1821.7
558,478,130,8,vegan,2.94,0,0,1,1694.4
669,483,368,8,meat,8.46,1,1,0,3022.4
837,256,109,3,vegan,9.31,0,0,1,1533.3
1408,77,369,7,meat,6.72,1,0,1,3035.6
615,385,66,5,meat,1.95,0,0,1,1585.5
1222,118,381,0,pescatarian,9.06,0,0,0,2351.9
496,562,85,6,vegan,8.13,1,1,1,1535.6
138,216,274,0,vegetarian,7.76,1,1,1,1206.8
1394,417,226,2,vegan,1.33,0,0,0,1753.6
986,300,459,7,pescatarian,8.19,0,1,1,2990.0
896,219,437,8,meat,2.24,0,1,0,2968.2
256,139,324,2,meat,3.0,1,1,1,1629.7
1198,495,9,0,pescatarian,6.19,1,1,0,1279.5
983,343,488,0,pescatarian,3.38,0,1,1,2133.4
1253,199,416,6,vegan,6.95,0,1,0,2723.7
1073,181,396,4,meat,6.47,0,1,0,2754.3
1207,482,383,0,pescatarian,1.97,1,1,1,1904.1
1145,108,354,5,vegan,6.9,1,1,1,2234.9
948,248,434,5,vegan,9.32,0,1,0,2649.4
847,264,287,3,vegetarian,2.45,0,1,1,1692.7
1088,521,458,6,meat,6.37,1,0,1,3113.8
120,296,111,6,vegan,4.08,1,0,0,1280.3
402,431,485,8,pescatarian,5.14,0,1,0,2849.8
968,288,23,0,meat,3.58,0,1,1,1156.9
183,416,290,4,pescatarian,4.19,0,1,1,1700.8
1380,217,338,9,pescatarian,1.26,1,1,1,2663.1
669,100,325,2,vegan,9.83,0,0,1,1868.5
1033,429,167,6,vegan,6.62,0,0,0,2093.7
1285,523,437,3,vegetarian,5.51,0,1,0,2617.4
1286,129,108,3,pescatarian,4.45,1,0,0,1724.2
1108,416,427,0,vegan,5.85,1,1,0,2038.8
892,510,189,0,vegetarian,4.42,1,0,1,1342.5
891,588,489,9,meat,4.24,0,1,0,3406.4
1394,501,354,1,vegetarian,5.18,1,0,0,2241.3
591,513,195,1,vegetarian,3.48,1,0,1,1260.9
307,527,32,0,pescatarian,2.62,1,0,1,672.6
1183,469,204,7,meat,6.01,1,1,0,2642.7
529,263,311,5,pescatarian,8.58,1,0,1,2199.9
1084,418,419,5,pescatarian,2.38,0,1,0,2583.9
1432,163,181,9,vegetarian,1.29,0,0,1,2281.9
619,552,490,9,vegetarian,3.22,0,0,1,2861.1
690,360,146,8,vegan,9.82,0,1,0,2159.0
1150,518,426,4,vegetarian,8.46,0,1,1,2668.4
298,93,267,3,vegan,6.36,1,1,0,1462.4
486,464,10,5,pescatarian,9.36,1,0,0,1625.2
448,295,69,7,vegetarian,5.01,0,1,0,1585.5
1059,133,255,0,meat,9.85,1,1,1,1999.4
792,256,395,6,meat,3.67,0,1,0,2693.8
477,200,218,7,pescatarian,3.16,0,0,0,2001.5
998,577,296,8,pescatarian,6.74,1,1,0,2749.1
1015,214,408,7,vegetarian,4.4,0,1,0,2661.7
626,194,361,6,vegan,6.64,1,0,0,2255.7
1276,86,258,2,vegetarian,3.74,0,1,0,1845.8
833,382,2,1,vegan,6.56,1,0,1,914.1
305,452,83,2,vegetarian,3.48,1,1,0,969.6
554,463,155,3,meat,1.46,1,1,1,1476.4
1396,94,150,3,meat,9.21,1,1,1,2161.7
1359,451,175,5,vegan,8.95,1,1,0,2199.8
620,255,194,6,vegetarian,9.74,1,0,1,2008.5
1116,111,425,3,pescatarian,7.45,0,0,1,2526.3
1055,469,471,9,vegan,7.14,0,0,0,3202.7
825,517,106,5,meat,6.03,1,0,1,1984.1
1113,68,423,8,vegan,2.13,1,0,0,2590.9
600,414,133,5,vegetarian,2.7,0,0,1,1491.7
216,349,275,2,pescatarian,3.61,0,1,0,1530.7
485,56,394,0,pescatarian,9.01,0,1,1,1844.8
1467,477,351,9,vegan,2.56,0,1,0,2832.1
683,166,379,9,vegetarian,9.31,0,0,0,2904.3
494,556,154,4,vegetarian,5.71,1,1,1,1484.3
1187,595,276,9,pescatarian,7.44,0,0,0,3034.0
820,374,235,9,meat,1.99,0,0,0,2609.2
171,104,239,2,vegetarian,3.42,0,1,1,1135.2
373,91,369,7,pescatarian,9.63,1,1,0,2517.8
1443,346,12,9,pescatarian,3.4,0,0,0,2225.3
437,280,341,0,vegetarian,3.67,0,0,1,1438.5
1489,502,34,1,vegetarian,2.78,1,0,1,1269.1
706,443,46,2,vegan,2.16,1,1,1,808.9
265,571,213,2,meat,3.1,0,0,1,1591.3
110,407,411,7,vegan,6.78,1,0,1,2193.6
1424,493,404,4,vegan,5.1,0,1,1,2474.9
828,177,493,7,pescatarian,5.98,0,0,0,2998.6
900,454,145,5,pescatarian,2.1,1,1,1,1653.7
201,441,158,1,meat,8.22,0,0,1,1538.8
878,242,443,3,vegan,8.06,1,1,1,2222.1
313,127,124,8,vegan,1.19,1,0,0,1414.1
1211,134,109,3,pescatarian,4.45,1,1,0,1640.7
500,79,36,4,pescatarian,1.62,1,0,0,1094.7
687,98,276,4,vegetarian,8.13,0,0,1,1969.4
988,194,13,9,vegan,7.64,0,1,0,1916.7
1169,118,472,7,meat,9.12,0,1,0,3405.9
691,107,346,5,vegan,3.13,1,0,0,1949.1
1433,528,231,9,pescatarian,5.11,0,0,0,2907.9
1209,494,315,6,vegetarian,2.66,1,0,1,2323.2
191,345,123,5,vegan,4.34,0,0,1,1223.5
772,220,278,4,meat,5.7,1,0,1,2182.0
813,196,478,4,pescatarian,1.48,0,0,1,2334.3
1035,533,110,2,vegetarian,7.43,0,0,1,1623.9
341,355,123,6,vegan,5.89,1,1,1,1379.0
101,495,412,9,meat,8.46,0,0,0,3052.0
324,270,430,4,pescatarian,3.45,1,1,1,1990.5
900,427,29,6,meat,9.13,1,0,1,2057.1
688,315,114,1,vegan,9.99,0,0,1,1323.0
215,144,89,8,pescatarian,9.27,0,1,1,1786.7
1017,311,211,7,vegan,8.0,0,0,1,2229.3
1226,120,37,4,vegetarian,8.31,1,1,0,1657.0
293,268,82,1,vegan,6.16,1,0,0,889.9
1289,582,26,5,vegetarian,2.71,1,0,0,1669.6
970,141,216,7,vegan,7.09,1,0,0,2171.8
189,176,359,6,meat,7.41,1,0,0,2465.3
221,129,485,7,meat,9.87,1,1,1,2855.2
242,287,371,3,pescatarian,5.87,1,1,0,1928.1
1093,421,214,2,meat,3.44,1,1,0,1979.8
205,535,220,6,meat,7.15,1,0,1,2120.5
986,74,14,1,vegetarian,9.81,0,1,0,1290.7
527,205,442,4,meat,2.59,1,0,0,2409.5
1428,566,258,6,vegetarian,3.93,1,1,1,2325.3
416,579,265,0,vegetarian,5.88,0,0,1,1438.2
734,106,462,3,vegetarian,2.53,0,1,1,2030.3
108,68,119,1,vegan,1.2,1,1,0,531.9
873,433,463,5,vegetarian,4.03,0,1,0,2575.4
1196,242,400,0,vegan,8.79,0,1,0,2160.1
1482,286,127,6,vegetarian,1.39,1,0,1,1863.8
322,436,210,2,vegan,4.86,1,1,0,1259.8
652,475,10,0,pescatarian,7.86,0,1,0,1136.5
1493,326,175,7,pescatarian,9.58,1,1,0,2660.8
815,276,132,6,vegan,9.87,0,1,0,1963.8
1387,372,324,1,pescatarian,4.8,1,0,1,2105.1
1441,202,319,6,meat,9.55,1,0,1,3006.1
1207,286,13,2,vegetarian,1.32,0,0,1,1087.8
1441,104,49,8,vegan,7.71,0,1,1,2009.7
210,485,409,7,pescatarian,6.78,0,1,0,2562.0
350,158,71,4,pescatarian,3.25,0,0,1,1162.4
482,233,68,6,meat,5.57,0,0,0,1859.4
106,417,390,2,vegetarian,2.17,1,0,1,1511.6
558,247,382,0,meat,8.84,1,0,1,2100.1
1207,420,15,0,vegan,4.22,0,0,0,1078.0
307,422,438,1,pescatarian,6.63,0,1,0,2056.6
999,546,333,7,pescatarian,2.43,0,1,1,2467.3
1437,250,356,0,pescatarian,2.86,1,0,0,2076.5
121,558,55,4,meat,9.93,1,1,1,1561.9
509,371,104,8,meat,7.78,0,1,0,2264.8
994,324,131,8,vegetarian,9.66,1,0,1,2254.7
614,260,483,1,vegan,3.66,1,0,1,1825.5
1250,553,47,6,vegetarian,2.48,0,0,1,1732.4
908,167,247,0,vegetarian,5.53,0,0,1,1498.1
973,91,272,2,pescatarian,5.45,1,1,0,1866.3
113,364,110,5,meat,2.57,1,1,0,1469.2
1070,378,419,8,vegan,7.6,1,1,1,2775.9
1077,66,325,9,vegetarian,4.26,1,1,1,2483.8
1113,332,335,1,vegan,2.68,1,0,1,1677.6
1135,307,348,6,pescatarian,3.99,0,1,0,2579.1
186,68,483,3,vegetarian,6.07,1,0,1,1974.4
1008,578,37,1,meat,7.54,0,1,0,1696.9
1424,472,356,2,vegetarian,5.34,0,1,0,2360.6
1366,515,239,5,pescatarian,5.73,1,0,1,2371.5
221,422,317,9,vegetarian,2.25,0,0,0,2242.1
1270,130,120,8,pescatarian,9.23,1,0,1,2385.5
849,597,47,7,vegetarian,9.36,0,1,1,1939.1
1479,473,9,9,vegan,7.15,1,0,0,2211.4
784,478,232,8,meat,1.16,0,1,0,2423.4
408,437,35,3,pescatarian,5.83,1,1,1,1114.1
794,253,412,3,vegan,6.66,1,0,0,2185.9
387,245,461,8,pescatarian,9.95,0,1,0,2967.0
406,334,3,7,vegetarian,9.96,0,0,0,1708.7
1013,245,43,1,pescatarian,8.72,0,0,1,1423.5
761,356,55,7,pescatarian,1.57,1,1,1,1503.3
648,63,41,0,meat,9.58,0,1,0,1374.4
1475,195,254,8,vegan,6.51,0,1,1,2506.5
411,106,227,8,vegetarian,8.21,1,0,1,2065.3
972,259,113,7,meat,4.66,1,0,0,2229.2
1182,578,236,4,pescatarian,3.88,0,0,0,2248.4
1023,393,396,4,meat,5.17,0,1,0,2727.9
854,328,173,2,pescatarian,2.32,1,0,1,1423.9
134,258,254,4,vegetarian,4.21,1,1,1,1389.9
544,384,465,3,pescatarian,8.72,1,0,0,2535.7
192,337,416,0,meat,1.34,0,0,1,1704.1
1330,301,276,8,meat,2.36,0,1,1,2713.3
452,314,463,9,pescatarian,2.13,1,1,1,2584.2
1002,320,334,3,vegan,4.63,1,1,0,1963.5
1455,468,440,2,meat,9.97,1,0,1,3016.4
961,260,68,5,vegan,2.56,0,1,1,1306.5
258,414,325,0,vegan,2.31,0,1,0,1231.2
1056,125,229,4,vegan,9.24,0,1,1,1950.0
123,370,66,6,vegan,8.94,0,1,1,1334.5
503,482,303,1,meat,1.29,1,0,0,1768.1
904,158,459,9,meat,7.77,1,0,1,3285.4
615,571,483,8,vegan,6.9,0,1,0,2881.3
831,96,416,5,meat,7.91,1,1,1,2679.8
1487,428,35,1,vegan,5.45,1,0,1,1281.9
631,145,416,7,vegan,9.92,0,1,0,2645.0
1055,152,158,7,vegan,1.39,1,1,0,1737.6
251,195,148,0,pescatarian,3.11,0,1,0,959.5
1046,76,26,0,vegetarian,4.57,0,0,1,939.3
707,579,474,0,meat,5.05,0,0,1,2364.7
519,131,71,3,meat,9.29,1,0,0,1690.8
1373,477,247,3,vegan,6.04,0,1,0,2099.1
1240,528,100,7,pescatarian,1.41,1,1,0,1998.9
965,211,189,0,pescatarian,4.67,1,1,1,1351.8
677,451,95,9,meat,4.75,0,0,1,2248.8
434,557,383,2,vegan,9.69,0,0,0,2126.1
1031,87,281,0,meat,6.39,0,1,1,1913.6
394,560,321,8,vegan,6.72,0,1,1,2253.5
854,442,395,9,vegan,7.42,0,1,1,2768.1
1494,543,277,8,vegetarian,7.93,1,1,0,2898.9
285,249,16,6,vegan,6.72,1,1,1,1093.2
1369,304,262,7,vegetarian,3.13,1,0,0,2437.2
736,228,106,0,meat,8.87,0,0,0,1644.9
1391,596,67,4,meat,7.59,0,0,0,2321.3
1360,438,127,1,pescatarian,7.68,1,0,0,1862.9
629,447,292,0,vegetarian,9.97,0,1,0,1827.1
120,207,293,2,meat,8.22,1,0,0,1915.6
1010,53,95,6,vegetarian,8.46,1,0,1,1831.4
966,216,394,0,meat,9.56,1,1,0,2410.8
893,517,0,1,vegetarian,2.36,0,0,1,919.6
199,458,408,1,vegetarian,5.48,0,1,1,1680.9
851,461,297,3,vegan,6.23,1,0,1,1867.8
577,253,179,2,meat,3.96,0,1,1,1559.9
1421,243,407,2,pescatarian,8.55,0,1,0,2678.4
1039,284,180,9,vegan,7.86,0,1,1,2297.7
625,199,234,4,pescatarian,7.49,1,0,0,1981.7
433,208,439,2,vegetarian,9.97,1,0,0,2224.9
101,328,318,6,vegan,3.33,1,1,1,1610.4
474,453,336,4,vegetarian,7.62,1,0,0,2143.9
392,360,7,3,meat,5.96,1,1,1,1219.5
936,117,442,2,meat,3.82,0,1,0,2449.1
1104,512,428,3,pescatarian,2.45,1,1,0,2398.1
652,137,26,1,meat,9.06,0,1,0,1435.1
417,266,307,0,pescatarian,6.36,1,1,1,1473.8
480,50,145,2,vegetarian,8.42,0,1,1,1288.5
113,184,90,1,vegan,5.91,0,1,0,782.2
603,400,341,0,meat,2.98,1,0,0,1873.0
330,189,271,0,vegetarian,4.04,0,0,1,1201.2
1207,182,321,1,vegan,4.43,0,0,0,1882.1
229,227,4,8,vegetarian,9.76,0,0,1,1580.6
937,407,81,4,pescatarian,1.05,0,0,1,1445.6
1268,429,386,8,vegetarian,9.87,0,0,1,3121.2
990,499,218,7,pescatarian,9.82,0,1,1,2530.7
127,512,117,5,pescatarian,9.97,1,0,0,1758.1
165,157,80,0,meat,5.29,0,1,1,944.1
1286,171,463,9,pescatarian,9.67,1,0,1,3385.3
1352,66,69,4,pescatarian,4.56,0,1,1,1646.3
360,245,114,0,vegetarian,1.24,0,0,1,700.5
559,376,262,6,pescatarian,3.02,0,0,0,2098.3
400,367,305,9,pescatarian,9.51,0,0,1,2648.1
1018,528,141,7,vegetarian,1.12,0,0,0,1975.9
1426,301,421,7,vegan,5.91,0,0,1,2851.3
386,552,487,6,meat,1.68,0,1,1,2610.1
1133,168,206,1,vegetarian,3.58,0,1,0,1560.9
729,547,110,4,pescatarian,1.79,1,0,1,1443.1
369,535,302,3,vegetarian,8.74,1,1,0,1937.0
691,94,111,4,vegan,6.32,1,1,1,1267.2
943,363,416,9,vegetarian,9.12,1,1,0,3076.4
961,228,42,8,vegetarian,7.2,0,1,0,1963.9
1484,467,346,3,vegetarian,9.74,0,0,0,2734.1
1380,127,284,7,vegetarian,5.59,0,0,0,2617.6
232,375,127,7,pescatarian,6.75,1,1,0,1783.5
1399,406,184,1,vegetarian,6.19,1,0,1,1740.8
1071,465,228,5,vegan,5.36,1,0,0,2063.0
612,564,388,4,vegetarian,8.61,0,0,0,2475.7
412,263,220,1,vegetarian,6.8,0,0,1,1374.9
675,123,351,9,pescatarian,8.21,1,1,0,2762.4
985,558,443,3,pescatarian,8.08,0,1,1,2621.4
1407,381,116,6,vegetarian,2.72,0,1,1,1893.8
1244,142,69,0,pescatarian,6.85,0,0,0,1479.6
1230,568,385,8,pescatarian,2.8,1,1,0,2887.9
786,318,69,9,vegetarian,6.25,0,1,0,2023.4
1327,425,109,0,pescatarian,7.1,1,1,0,1618.5
264,53,426,4,meat,9.98,1,1,0,2511.9
404,187,131,6,meat,1.27,0,0,0,1749.1
255,280,55,7,meat,1.82,0,1,1,1490.0
1490,578,476,1,pescatarian,1.69,0,0,1,2492.9
719,101,442,3,meat,4.59,1,0,1,2374.3
1374,374,88,1,vegan,8.39,1,1,1,1438.7
1056,326,136,3,meat,8.6,0,0,0,2195.8
433,585,130,5,vegan,7.63,0,0,0,1698.5
1068,535,217,5,pescatarian,9.07,1,1,1,2290.5
610,565,175,1,meat,3.91,1,1,0,1607.5
1416,201,170,3,vegan,1.79,1,1,0,1582.8
1143,532,474,3,pescatarian,1.52,1,1,1,2392.1
381,308,99,0,meat,8.67,1,1,1,1263.9
896,373,479,1,vegetarian,7.57,0,0,1,2335.9
1124,217,128,2,meat,7.29,1,1,1,1811.6
218,359,56,4,meat,4.06,1,0,0,1409.7
1158,528,180,7,meat,4.42,0,0,1,2508.4
297,105,245,5,vegetarian,9.62,1,1,0,1873.5
584,522,143,2,vegan,1.57,1,0,1,1034.6
1182,345,50,5,vegan,7.96,0,0,1,1717.5
936,510,367,6,vegetarian,3.79,1,1,1,2328.0
1284,373,458,5,meat,1.35,0,1,0,2916.4
1108,190,217,9,meat,7.68,1,0,0,2887.5
790,311,103,5,meat,3.98,1,0,0,1894.8
1329,469,382,0,vegan,7.5,0,0,0,2235.2
1135,290,54,2,vegan,7.37,1,0,1,1308.0
589,404,256,6,vegetarian,5.81,1,0,1,1996.2
375,229,345,3,pescatarian,8.0,0,1,1,1968.7
792,115,155,3,vegetarian,6.23,1,1,1,1429.5
341,397,52,6,vegan,3.58,1,1,0,1198.6
1339,220,441,8,meat,7.61,1,1,1,3318.5
1374,523,328,1,meat,6.3,1,0,1,2428.9
225,583,443,8,meat,1.11,1,1,1,2550.4
316,416,186,2,meat,9.11,0,1,0,1853.3
1429,156,363,5,pescatarian,5.91,1,0,0,2714.3
1308,488,149,3,vegetarian,8.82,1,0,0,2063.9
1162,276,263,0,vegetarian,8.94,0,0,1,1868.3
1346,493,249,8,vegan,5.0,0,1,0,2543.4
1307,491,432,5,vegetarian,5.57,0,1,0,2809.3
594,445,297,7,pescatarian,4.74,0,0,1,2310.0
526,133,410,1,pescatarian,5.04,1,0,0,1929.9
1301,62,422,6,pescatarian,9.06,1,1,1,2877.1
1018,542,210,5,meat,8.09,1,0,1,2451.1
1417,317,24,1,vegan,2.14,1,0,0,1120.6
250,574,293,1,pescatarian,6.49,1,0,1,1604.2
483,169,340,3,vegetarian,9.96,1,1,1,1940.2
407,402,151,3,vegetarian,6.36,1,1,1,1319.6
1459,106,23,2,vegetarian,8.07,0,1,1,1472.3
845,89,251,7,pescatarian,7.92,1,0,0,2422.7
991,385,59,6,pescatarian,4.15,0,0,1,1766.0
474,222,466,1,vegetarian,4.35,0,1,0,1936.1
1131,596,433,2,pescatarian,7.52,0,0,1,2602.8
1464,308,366,9,vegetarian,5.5,1,0,1,2964.4
228,566,65,8,meat,6.14,1,1,1,1853.3
1114,572,397,4,pescatarian,7.42,0,0,1,2692.1
768,166,52,1,meat,8.0,1,0,1,1413.8
1475,233,415,2,meat,3.44,1,0,1,2566.9
1481,165,105,7,pescatarian,2.32,0,0,1,2068.5
616,211,95,3,vegetarian,3.63,0,1,0,1240.3
185,592,475,1,vegan,5.57,1,0,0,1886.1
1298,286,175,1,meat,4.08,0,1,0,1926.3
1316,115,38,5,pescatarian,6.12,0,1,1,1743.5
410,119,167,7,meat,1.48,0,1,0,1882.2
1242,496,41,6,vegetarian,5.59,1,1,1,1751.8
1341,465,366,3,pescatarian,4.31,1,0,0,2490.5
526,581,103,1,vegan,5.81,0,0,0,1185.3
213,490,332,8,pescatarian,4.8,0,1,1,2273.5
1268,513,203,3,meat,3.56,1,1,1,2073.4
402,445,7,8,pescatarian,9.14,1,1,1,1709.0
843,444,462,4,pescatarian,2.66,1,1,1,2342.7
687,375,281,6,meat,7.13,1,0,1,2465.0
1086,140,395,4,vegan,9.32,1,1,0,2438.5
444,119,42,1,vegetarian,5.85,1,1,1,755.2
913,215,434,5,pescatarian,8.89,0,0,1,2750.5
900,263,109,6,vegan,2.12,0,1,1,1457.4
1124,384,474,5,vegetarian,5.44,0,0,0,2834.2
1270,418,209,2,meat,5.11,1,0,1,2088.4
1410,98,236,9,vegan,1.07,0,0,0,2377.9
1176,101,355,7,vegan,4.99,0,1,0,2505.3
1427,338,318,2,pescatarian,4.32,0,0,0,2325.9
1192,288,48,4,meat,7.03,0,0,0,2053.9
460,182,114,8,pescatarian,9.44,0,1,1,1991.6
1343,215,154,4,meat,1.77,0,1,1,1959.5
1109,423,136,6,vegetarian,3.95,0,1,1,1868.9
803,422,166,6,pescatarian,5.0,1,1,1,1893.1
674,527,320,4,meat,5.1,0,0,0,2450.1
1284,528,198,1,meat,7.97,0,1,0,2243.9
1212,349,473,4,vegan,4.99,1,0,1,2492.7
787,131,70,6,pescatarian,1.24,0,0,1,1469.8
880,136,499,6,pescatarian,7.39,1,1,1,2797.8
684,274,6,3,vegetarian,8.96,0,1,0,1337.2
688,65,199,0,meat,5.63,1,1,0,1542.5
1282,407,335,5,vegan,6.23,0,1,0,2462.1
588,212,66,2,meat,2.47,0,0,1,1246.1
1070,563,492,4,meat,2.99,0,1,0,2933.4
1447,399,137,3,meat,3.12,0,0,0,2141.7
1225,513,241,1,pescatarian,4.88,0,0,0,2012.9
593,424,454,6,meat,9.35,1,1,1,2926.2
118,141,212,4,vegetarian,5.7,0,1,0,1466.3
496,230,180,6,vegan,2.73,1,1,1,1403.5
1100,350,253,8,vegan,3.39,0,0,1,2257.0
1402,238,100,3,meat,4.46,0,0,1,1945.4
950,363,350,4,vegan,6.61,0,0,0,2289.4
1488,542,86,8,meat,4.96,1,1,1,2469.6
1454,177,184,9,pescatarian,4.53,1,1,0,2566.6
1467,568,90,3,vegan,6.08,1,1,0,1732.9
921,475,247,4,pescatarian,3.18,1,1,1,1879.5
554,236,213,4,pescatarian,1.71,1,1,1,1465.8
824,599,358,7,vegetarian,1.22,0,1,1,2297.7
1188,502,248,3,vegetarian,3.26,0,1,0,1977.6
1199,520,125,3,vegan,1.82,1,0,1,1409.0
810,273,410,6,meat,4.03,1,0,0,2763.4
242,203,437,4,meat,7.96,0,0,1,2472.4
1016,400,368,5,meat,7.45,0,0,0,2920.5
927,196,3,5,meat,6.5,1,1,1,1654.8
704,398,87,5,vegetarian,8.67,1,1,1,1622.4
404,231,150,9,meat,3.54,0,1,0,2173.3
835,228,175,4,meat,8.97,1,0,1,2121.9
390,88,210,4,pescatarian,4.59,0,1,1,1525.9
201,52,425,8,meat,4.61,1,0,1,2559.1
1390,113,258,7,meat,4.65,1,0,1,2656.4
966,78,90,3,vegetarian,1.88,0,0,0,1325.4
1067,421,258,6,vegan,9.78,0,1,0,2443.8
1073,572,411,7,pescatarian,2.25,1,1,0,2748.1
941,146,190,8,pescatarian,4.07,0,0,0,2292.8
1061,491,80,4,vegan,3.87,1,0,0,1521.3
1041,252,414,2,pescatarian,1.67,1,1,1,2014.6
1126,460,137,3,meat,2.37,0,0,0,1962.0
184,70,432,9,meat,1.4,0,1,1,2513.0
427,151,469,5,vegan,3.63,0,0,0,2212.8
915,95,349,9,vegetarian,8.8,1,1,1,2698.5
553,115,125,4,vegetarian,4.05,0,0,0,1426.0
728,213,368,8,pescatarian,2.11,0,1,1,2403.4
1344,160,404,2,vegetarian,6.81,0,0,0,2470.5
1277,387,355,1,vegetarian,9.97,1,1,1,2240.6
764,172,308,5,vegetarian,3.09,0,0,1,1958.1
111,496,342,6,vegetarian,3.52,0,1,1,1885.3
1256,340,229,4,vegetarian,9.75,0,0,1,2290.0
403,461,459,0,vegetarian,2.61,0,0,1,1717.8
1416,330,344,2,vegetarian,5.6,1,0,0,2297.0
1074,92,309,2,pescatarian,3.16,1,0,1,1845.1
1423,535,440,3,meat,9.39,1,0,1,3091.5
882,100,19,9,vegetarian,9.83,1,0,1,1960.0
142,259,368,5,meat,8.33,0,1,0,2435.2
1043,175,48,4,vegan,3.83,1,1,1,1185.5
442,541,489,0,meat,4.63,0,0,1,2237.3
1449,558,134,5,vegan,3.18,1,1,0,1885.9
597,307,28,8,pescatarian,9.02,0,0,0,2011.6
463,237,47,0,meat,9.23,0,0,1,1281.6
990,279,476,7,vegan,4.77,0,1,1,2657.2
526,238,268,7,meat,6.91,1,0,0,2499.9
1104,464,2,2,pescatarian,2.49,1,0,1,1170.7
120,59,257,8,meat,4.91,1,1,1,2065.7
506,163,15,7,vegan,6.68,0,0,1,1373.4
718,125,93,2,vegetarian,4.47,1,0,0,1202.5
1114,551,357,9,vegetarian,4.22,0,1,1,2775.8
435,134,133,4,vegetarian,1.01,1,1,1,1040.7
1240,98,300,2,pescatarian,8.24,1,0,0,2261.4
1247,544,326,4,vegetarian,9.0,1,0,0,2601.7
498,436,132,8,pescatarian,9.73,1,0,0,2246.3
892,438,311,3,vegetarian,7.47,1,0,1,2078.4
814,267,454,5,pescatarian,5.94,0,0,1,2619.1
150,395,481,2,pescatarian,3.42,1,0,0,2017.0
423,279,382,2,meat,9.99,1,0,1,2299.7
888,304,31,4,vegetarian,6.31,1,1,0,1428.2
240,285,304,7,meat,7.13,0,0,1,2422.0
569,75,268,7,vegan,7.14,1,0,1,1984.0
886,310,413,2,vegetarian,8.61,1,1,1,2199.0
1457,320,24,7,vegetarian,1.09,0,0,1,1739.0
1063,172,468,7,vegetarian,2.98,1,0,1,2652.1
1107,306,315,2,vegetarian,6.99,0,1,1,2032.3
472,470,58,9,meat,9.06,0,0,0,2375.0
593,308,212,9,meat,7.17,1,1,1,2477.4
850,96,155,1,pescatarian,4.72,0,1,0,1427.3
1279,574,495,9,meat,4.25,1,1,1,3461.7
390,257,313,1,pescatarian,7.64,0,1,0,1786.6
1267,360,275,8,vegan,7.67,1,1,0,2612.5
